country_code,year,Country,Time,gdp_per_capita,primary_education,secondary_education,tertiary_education,adolescent_fertility
MNP,YR2022,Northern Mariana Islands,2022,23785.754590043,,,,26.332
MNP,YR2021,Northern Mariana Islands,2021,19455.50139424,,,,26.734
MNP,YR2020,Northern Mariana Islands,2020,18220.8382427201,,,,27.026
MKD,YR2024,North Macedonia,2024,9291.85661671864,,,,12.425
MKD,YR2023,North Macedonia,2023,8674.35846327485,96.3131713867188,90.0724868774414,55.0082015991211,12.963
MKD,YR2022,North Macedonia,2022,7606.2375253797,97.4866561889648,91.4516372680664,53.1601181030273,14.731
MKD,YR2021,North Macedonia,2021,7620.80296977508,93.2624588012695,84.1619567871094,44.3020210266113,15.952
MKD,YR2020,North Macedonia,2020,6659.59651070776,93.4353332519531,82.4416732788086,43.782169342041,17.157
NGA,YR2024,Nigeria,2024,1084.16041805436,,,,83.959
NGA,YR2023,Nigeria,2023,2138.76383719983,89.5871124267578,46.8931503295898,,86.432
NGA,YR2022,Nigeria,2022,2899.16047470324,,,,87.26
NGA,YR2021,Nigeria,2021,2787.48779224428,83.8092555956779,45.444938659668,,88.457
NGA,YR2020,Nigeria,2020,2797.18458068686,84.371583976485,44.1220893859863,,89.081
NER,YR2024,Niger,2024,735.270255787226,64.6534815281519,19.8664761204349,,141.551
NER,YR2023,Niger,2023,638.336080897887,66.8804779933272,21.5605140503495,,145.324
NER,YR2022,Niger,2022,609.745147574878,66.2539719118599,,,146.929
NER,YR2021,Niger,2021,608.722439593808,65.864245185741,,,148.248
NER,YR2020,Niger,2020,579.512495758236,,,,152.034
NIC,YR2024,Nicaragua,2024,2847.53966339498,,,,93.174
NIC,YR2023,Nicaragua,2023,2609.44492072931,109.536392211914,70.1749572753906,30.3635101318359,93.452
NIC,YR2022,Nicaragua,2022,2322.89053964583,,,,94.053
NIC,YR2021,Nicaragua,2021,2138.38588469449,,,,95.052
NIC,YR2020,Nicaragua,2020,1938.44704754382,,,,96.514
NZL,YR2024,New Zealand,2024,49205.1792146792,96.6948623657227,114.231056213379,77.2406463623047,10.254
NZL,YR2023,New Zealand,2023,49075.9562832927,96.8670501708984,113.395988464355,76.3811416625977,10.879
NZL,YR2022,New Zealand,2022,49099.7090423358,96.5572509765625,114.774932861328,77.0104675292969,10.937
NZL,YR2021,New Zealand,2021,49950.4251691316,97.9169464111328,117.595428466797,79.4128875732422,10.911
NZL,YR2020,New Zealand,2020,41997.7830324279,97.5365295410156,116.893188476562,75.7348327636719,11.865
NCL,YR2024,New Caledonia,2024,29213.1923192946,,,,11.7
NCL,YR2023,New Caledonia,2023,33701.8923322781,,,,12.156
NCL,YR2022,New Caledonia,2022,33516.363085906,,,,12.148
NCL,YR2021,New Caledonia,2021,35311.5543551452,,,,12.373
NCL,YR2020,New Caledonia,2020,33270.330597637,,,,13.159
NLD,YR2024,Netherlands,2024,67520.4218956281,,,,1.748
NLD,YR2023,Netherlands,2023,63515.6030780019,104.15657043457,137.514724731445,86.5938262939453,1.858
NLD,YR2022,Netherlands,2022,59123.318556487,104.215446472168,138.767501831055,,2.071
NLD,YR2021,Netherlands,2021,60141.9880911492,104.378402709961,135.962173461914,89.3898620605469,2.227
NLD,YR2020,Netherlands,2020,53467.9277413737,104.338813781738,136.284164428711,85.3370819091797,2.355
NPL,YR2024,Nepal,2024,1447.31004458428,124.621898762462,90.3878462155916,21.2915596292014,66.489
NPL,YR2023,Nepal,2023,1382.33055769304,126.553677663081,89.8898815141438,19.0357612047581,67.169
NPL,YR2022,Nepal,2022,1385.91066274851,121.234804321367,84.1026475876285,14.8435874359729,68.33
NPL,YR2021,Nepal,2021,1252.75076731986,119.976329501746,83.9220209713597,15.243139284484,68.777
NPL,YR2020,Nepal,2020,1154.21517578318,121.90357208252,85.3101577758789,14.2002391888535,70.275
NRU,YR2024,Nauru,2024,13609.158837552,99.5668650325592,91.5133521769495,,75.269
NRU,YR2023,Nauru,2023,12752.4723855838,109.898342073993,90.1002502441406,,76.239
NRU,YR2022,Nauru,2022,12911.9086441381,101.39037322998,92.7814636230469,,78.372
NRU,YR2021,Nauru,2021,14979.099896799,,,,80.579
NRU,YR2020,Nauru,2020,10709.068810538,102.257713317871,80.2433776855469,,79.717
NAM,YR2024,Namibia,2024,4413.12752211572,120.719328687086,81.9566828199727,,65.946
NAM,YR2023,Namibia,2023,4187.60500396525,119.460955801452,81.6173009252032,,66.034
NAM,YR2022,Namibia,2022,4349.79908493314,120.341925617623,81.8163691171532,26.1092654658031,66.897
NAM,YR2021,Namibia,2021,4412.8355693052,121.824196673464,83.3329528489539,26.6057345682932,68.37
NAM,YR2020,Namibia,2020,3878.58982993966,122.345254349927,82.8872992484077,25.9870484145026,70.074
MMR,YR2024,Myanmar,2024,1359.05001560107,,,,33.193
MMR,YR2023,Myanmar,2023,1233.19666209269,,,,33.506
MMR,YR2022,Myanmar,2022,1158.05005055976,,,,33.819
MMR,YR2021,Myanmar,2021,1242.7213439951,,,,34.141
MMR,YR2020,Myanmar,2020,1490.21683599469,,,,34.244
MOZ,YR2024,Mozambique,2024,656.776824637306,,,,151.875
MOZ,YR2023,Mozambique,2023,622.000297682823,,,,153.45
MOZ,YR2022,Mozambique,2022,578.251663751351,119.162225223393,,,155.276
MOZ,YR2021,Mozambique,2021,509.907829475551,,,,156.822
MOZ,YR2020,Mozambique,2020,462.433876479921,118.980061431837,,,159.032
MAR,YR2024,Morocco,2024,4153.1943359375,116.588650279809,89.9834863018408,48.1839617510572,24.763
MAR,YR2023,Morocco,2023,3813.72607421875,117.598816130003,87.7346312462207,47.4687039298036,25.103
MAR,YR2022,Morocco,2022,3463.1376953125,116.554648725847,84.4553724029251,45.9400219155138,25.563
MAR,YR2021,Morocco,2021,3785.93627929688,112.940882286764,80.740396321068,42.531967383806,26.205
MAR,YR2020,Morocco,2020,3268.0302734375,112.354037460932,80.3087996541375,39.6858047574445,26.807
MNE,YR2024,Montenegro,2024,13263.3281277699,,,,8.711
MNE,YR2023,Montenegro,2023,12259.8775034436,106.109619140625,93.8724975585938,55.1743011474609,9.375
MNE,YR2022,Montenegro,2022,10024.5435616209,105.621368408203,92.1609725952148,57.4317893981934,10.013
MNE,YR2021,Montenegro,2021,9317.15520065156,104.399673461914,93.1638412475586,57.9613914489746,10.326
MNE,YR2020,Montenegro,2020,7538.53635992191,103.846572875977,92.3578720092773,58.0944709777832,10.407
MNG,YR2024,Mongolia,2024,6750.6301157724,92.3400789423552,,69.044059753418,19.045
MNG,YR2023,Mongolia,2023,5838.63108083902,93.0654411114222,96.8181201904352,67.941399950927,19.739
MNG,YR2022,Mongolia,2022,4993.51487463495,93.3473848373298,93.5508272676123,67.6998728025335,20.539
MNG,YR2021,Mongolia,2021,4517.61578018785,92.024228960725,98.3276220923038,67.4261046440448,22.428
MNG,YR2020,Mongolia,2020,4001.25193077703,92.3464601580662,95.3826370696027,66.2557467107749,26.135
MCO,YR2024,Monaco,2024,288001.433369041,120.58309173584,158.546615600586,77.4806900024414,9.297
MCO,YR2023,Monaco,2023,256799.788612806,,,,9.69
MCO,YR2022,Monaco,2022,226052.001905201,,,,9.724
MCO,YR2021,Monaco,2021,223823.363960226,,,,9.868
MCO,YR2020,Monaco,2020,176891.886538492,,,,10.512
MDA,YR2024,Moldova,2024,7576.19589413326,107.605837807201,99.3439166347193,74.7109378669046,22.661
MDA,YR2023,Moldova,2023,6799.58594644576,106.673559179739,97.8896863952854,71.1679028753075,23.04
MDA,YR2022,Moldova,2022,5744.29618434435,106.97324544397,97.6136725974109,68.0572346521372,22.384
MDA,YR2021,Moldova,2021,5274.60582195352,106.778422255742,96.5853430388789,61.3014036981023,24.97
MDA,YR2020,Moldova,2020,4375.7788930524,106.519975508955,96.1733374702658,56.2498196612517,26.382
FSM,YR2024,"Micronesia, Fed. Sts.",2024,4166.00476748564,82.1598198983817,,,43.692
FSM,YR2023,"Micronesia, Fed. Sts.",2023,3919.64307910859,82.1547657350301,,,43.719
FSM,YR2022,"Micronesia, Fed. Sts.",2022,3710.12451611752,87.1063321877434,,,43.998
FSM,YR2021,"Micronesia, Fed. Sts.",2021,3508.22314197664,87.3990953957602,,,44.033
FSM,YR2020,"Micronesia, Fed. Sts.",2020,3362.02802120524,87.4240454357085,,,44.646
MEX,YR2024,Mexico,2024,14185.7812248529,102.280960083008,103.093322753906,48.203441619873,59.316
MEX,YR2023,Mexico,2023,13860.9597809326,101.420753479004,102.055458068848,47.474681854248,60.099
MEX,YR2022,Mexico,2022,11405.7940473759,102.004783630371,98.3576583862305,46.4061317443848,61.111
MEX,YR2021,Mexico,2021,10314.0506722115,103.358810424805,98.3202514648438,45.6506195068359,62.033
MEX,YR2020,Mexico,2020,8841.27075039868,104.517730712891,102.58154296875,45.1654510498047,62.577
MUS,YR2024,Mauritius,2024,11990.7798944837,107.347861424363,90.7246586359898,45.7771156388358,19.204
MUS,YR2023,Mauritius,2023,11269.9684462139,110.911583276217,,43.3386887794765,19.768
MUS,YR2022,Mauritius,2022,10246.5017455553,,,44.2026816403629,20.064
MUS,YR2021,Mauritius,2021,9177.71195973013,99.8860195903829,,43.9577226373808,21.346
MUS,YR2020,Mauritius,2020,9135.84773751062,95.0063902545739,89.5019998431496,42.5378418595105,22.846
MRT,YR2024,Mauritania,2024,2110.12036938187,105.434763333022,,,87.574
MRT,YR2023,Mauritania,2023,2135.78187606359,104.015072968957,,,88.903
MRT,YR2022,Mauritania,2022,1960.35240077424,,,,90.246
MRT,YR2021,Mauritania,2021,1947.78918383313,,,,91.693
MRT,YR2020,Mauritania,2020,1795.76459566714,93.8044664780786,36.0277030077074,5.97194330025359,92.93
MHL,YR2024,Marshall Islands,2024,7726.33668877794,101.801289343951,85.7558637219654,37.6853055916775,71.255
MHL,YR2023,Marshall Islands,2023,6793.24495895856,107.109965002763,89.551989301237,,71.839
MHL,YR2022,Marshall Islands,2022,6455.66062185762,108.975505095655,91.7037811279297,41.3350449293967,71.135
MHL,YR2021,Marshall Islands,2021,6315.31279603534,111.781011781012,94.7273914462945,,71.146
MHL,YR2020,Marshall Islands,2020,5661.96787336674,108.44888745566,92.9692504804612,,71.556
MLT,YR2024,Malta,2024,43898.5781808597,,,,10.0
MLT,YR2023,Malta,2023,40905.8059585057,97.7078399658203,103.027229309082,80.5250091552734,10.398
MLT,YR2022,Malta,2022,35638.8869457406,97.4764785766602,101.95467376709,74.5901336669922,10.495
MLT,YR2021,Malta,2021,38096.8360735119,97.9103088378906,101.402908325195,70.2313537597656,10.546
MLT,YR2020,Malta,2020,31823.4363934505,98.1449203491211,100.112777709961,61.4767112731934,11.026
MLI,YR2024,Mali,2024,1094.61949265799,,,,135.911
MLI,YR2023,Mali,2023,1043.9533853528,72.7972336510107,38.9389470920545,,138.564
MLI,YR2022,Mali,2022,976.914116406452,,,,140.02
MLI,YR2021,Mali,2021,1027.27345365357,,,,141.933
MLI,YR2020,Mali,2020,953.242943290974,,,,143.445
MDV,YR2024,Maldives,2024,13379.3513577224,99.7145381635289,,,5.027
MDV,YR2023,Maldives,2023,12587.6126038651,100.477973568282,79.3565296847573,,5.425
MDV,YR2022,Maldives,2022,11786.0191492983,96.0147426502285,73.5234576648616,48.4968654322788,5.648
MDV,YR2021,Maldives,2021,10176.143882547,,,23.794640430505,6.036
MDV,YR2020,Maldives,2020,7393.8886543933,97.1784452967759,69.8982015609094,27.0805812417437,6.362
MYS,YR2024,Malaysia,2024,11874.4273684245,90.3595586965317,80.2757406864183,38.5013945445142,5.72
MYS,YR2023,Malaysia,2023,11386.0395636528,91.5021106685076,79.4472788704033,37.2745812491757,5.962
MYS,YR2022,Malaysia,2022,11754.5678336248,89.7872630978958,78.8341986282999,36.9853099297291,5.975
MYS,YR2021,Malaysia,2021,10903.1037480772,92.5769881927004,74.9618181140898,38.1899993008367,6.364
MYS,YR2020,Malaysia,2020,9957.52626697613,93.1800129351047,73.2459411621094,39.7445667367633,7.634
MWI,YR2024,Malawi,2024,522.570393642547,139.016258677384,,,113.322
MWI,YR2023,Malawi,2023,633.214767978695,135.974440781822,36.644092994481,,113.577
MWI,YR2022,Malawi,2022,604.269740360317,126.587758962955,35.5084899925617,2.70813684546823,115.047
MWI,YR2021,Malawi,2021,617.446994451007,127.042360318779,35.8885917563293,2.39798041885226,116.517
MWI,YR2020,Malawi,2020,602.507478176106,136.43618677975,41.4565075090498,2.40217380732134,118.757
MDG,YR2024,Madagascar,2024,544.987501003384,132.73958355273,,,128.691
MDG,YR2023,Madagascar,2023,508.718427705591,130.599039642521,,6.1466638463036,129.802
MDG,YR2022,Madagascar,2022,503.51453347296,132.887817840118,,5.87562673022926,131.566
MDG,YR2021,Madagascar,2021,483.469463351195,140.2656625108,34.1320359801924,5.3135678666922,133.195
MDG,YR2020,Madagascar,2020,450.771615201509,126.585803806645,,5.17336117275841,135.016
MAC,YR2024,"Macao SAR, China",2024,72004.7437020733,89.8103044496487,94.6616766467066,141.864795918367,0.478
MAC,YR2023,"Macao SAR, China",2023,67216.3631112124,86.4246575342466,92.5810397553517,129.151041666667,0.465
MAC,YR2022,"Macao SAR, China",2022,36806.891255461,84.9676674364896,90.2211838006231,116.232189973615,0.473
MAC,YR2021,"Macao SAR, China",2021,44884.8961602393,89.070351758794,88.5480769230769,98.9696202531646,0.814
MAC,YR2020,"Macao SAR, China",2020,36883.6652578543,92.7896174863388,88.5771812080537,86.7956730769231,1.096
LUX,YR2024,Luxembourg,2024,137781.681659123,99.2204437255859,108.577438354492,22.4103698730469,3.996
LUX,YR2023,Luxembourg,2023,133230.619178899,99.0644607543945,107.744010925293,21.5371704101562,4.023
LUX,YR2022,Luxembourg,2022,123719.658915996,99.484260559082,107.83975982666,21.032600402832,3.98
LUX,YR2021,Luxembourg,2021,134965.815442152,98.4758377075195,106.482757568359,20.7341499328613,3.604
LUX,YR2020,Luxembourg,2020,116860.02817236,98.6442489624023,107.078948974609,19.961389541626,3.901
LTU,YR2024,Lithuania,2024,29384.0189598663,100.533866882324,104.860809326172,75.6177368164062,5.52
LTU,YR2023,Lithuania,2023,27786.0057829276,102.679946899414,105.428817749023,77.0064163208008,5.854
LTU,YR2022,Lithuania,2022,25085.784063499,101.905830383301,106.918357849121,76.9154586791992,6.23
LTU,YR2021,Lithuania,2021,23870.4594851722,101.846076965332,105.67610168457,75.0314712524414,6.867
LTU,YR2020,Lithuania,2020,20428.6478157394,102.801078796387,106.810821533203,73.5892868041992,8.466
LIE,YR2024,Liechtenstein,2024,,,,,1.801
LIE,YR2023,Liechtenstein,2023,206780.590353385,,,,1.718
LIE,YR2022,Liechtenstein,2022,188055.003235348,,,,1.631
LIE,YR2021,Liechtenstein,2021,201944.830335076,102.110137939453,118.726867675781,46.0189590454102,1.631
LIE,YR2020,Liechtenstein,2020,164671.093553454,102.913627624512,120.228446960449,42.5986099243164,1.722
LBY,YR2024,Libya,2024,6569.16408678648,,,,5.827
LBY,YR2023,Libya,2023,6026.51518708812,,,,5.923
LBY,YR2022,Libya,2022,5986.63694851258,,,,6.079
LBY,YR2021,Libya,2021,4935.82787349801,,,,6.274
LBY,YR2020,Libya,2020,6650.33810585348,,,,6.445
LBR,YR2024,Liberia,2024,851.497723870206,,,,124.74
LBR,YR2023,Liberia,2023,799.194470229642,,,,126.012
LBR,YR2022,Liberia,2022,744.617175237387,66.5939255094706,,,127.332
LBR,YR2021,Liberia,2021,667.96610514319,67.4627150781073,,,129.044
LBR,YR2020,Liberia,2020,616.787867006715,72.4228278801865,37.7416801452637,,130.522
LSO,YR2024,Lesotho,2024,971.90771824829,80.1830208282055,,,69.55
LSO,YR2023,Lesotho,2023,916.282976983803,81.6412239707352,,,70.642
LSO,YR2022,Lesotho,2022,1030.12582947757,83.6343022439557,,,71.785
LSO,YR2021,Lesotho,2021,1066.58645143823,85.0366186011239,,,73.048
LSO,YR2020,Lesotho,2020,918.582574704447,87.7447358699667,,,74.143
LBN,YR2024,Lebanon,2024,,81.7691124093498,63.7923011779785,,20.667
LBN,YR2023,Lebanon,2023,3477.72489842684,78.2026874196176,62.8279212477627,54.4012561547071,20.831
LBN,YR2022,Lebanon,2022,3654.35845534878,76.4541233193651,64.5017084327233,58.1761149059991,21.109
LBN,YR2021,Lebanon,2021,4045.37391066234,74.7292217654682,67.5143617766569,56.8657861418168,21.366
LBN,YR2020,Lebanon,2020,5561.19166950397,76.1016961624784,65.89697761206,51.5677337643942,21.76
LVA,YR2024,Latvia,2024,23409.0845154775,97.5693511962891,101.252647399902,82.917350769043,7.25
LVA,YR2023,Latvia,2023,22710.2637544197,98.4666366577148,102.126243591309,85.7360610961914,7.565
LVA,YR2022,Latvia,2022,20221.103686109,99.41796875,104.764526367188,91.3303680419922,8.61
LVA,YR2021,Latvia,2021,20261.8887788916,99.7407684326172,105.814010620117,93.4839324951172,9.835
LVA,YR2020,Latvia,2020,17564.2321549354,99.8328475952148,105.956283569336,94.5108337402344,10.493
LAO,YR2024,Lao PDR,2024,2123.97909415109,93.8514019047136,51.8523602531839,,81.928
LAO,YR2023,Lao PDR,2023,2066.94979776957,95.0382534939216,54.4330611689851,14.8841695785522,81.654
LAO,YR2022,Lao PDR,2022,2046.40440255621,95.6988495024876,56.8782044614964,13.677811550152,82.431
LAO,YR2021,Lao PDR,2021,2526.05105018529,99.1101994809825,59.8530595325837,12.4396649191011,82.821
LAO,YR2020,Lao PDR,2020,2583.77730696131,100.27766790602,62.4493058083911,12.561911777868,83.548
KGZ,YR2024,Kyrgyz Republic,2024,2420.18542283831,98.5949565397186,91.339996215143,53.1743590503791,27.534
KGZ,YR2023,Kyrgyz Republic,2023,2138.22210211478,98.0963360523919,91.2655243671618,53.588822099772,28.324
KGZ,YR2022,Kyrgyz Republic,2022,1739.72018344174,96.7442875061351,,54.2184527097527,28.854
KGZ,YR2021,Kyrgyz Republic,2021,1349.99730650542,96.3743766346118,92.5062000270634,51.6239256637785,29.623
KGZ,YR2020,Kyrgyz Republic,2020,1229.51766602907,96.2103354796137,92.1655305586517,45.3327840830343,32.51
KWT,YR2024,Kuwait,2024,32717.7186631255,,,,1.431
KWT,YR2023,Kuwait,2023,34075.849012909,,,,1.576
KWT,YR2022,Kuwait,2022,39981.7691035833,,,,1.671
KWT,YR2021,Kuwait,2021,34018.6342592913,82.3634126791806,,51.8967176944636,2.132
KWT,YR2020,Kuwait,2020,25236.0755848941,81.3867938642424,,53.731878917367,2.994
XKX,YR2024,Kosovo,2024,7023.06598512878,,,,7.707
XKX,YR2023,Kosovo,2023,6221.20618847799,,,,7.834
XKX,YR2022,Kosovo,2022,5290.95006509706,,,,8.0
XKX,YR2021,Kosovo,2021,5270.43236861018,,,,8.162
XKX,YR2020,Kosovo,2020,4310.88963754863,,,,8.163
KOR,YR2024,"Korea, Rep.",2024,36238.639908315,100.866508483887,96.2539901733398,111.853302001953,0.532
KOR,YR2023,"Korea, Rep.",2023,35674.095995632,100.301467895508,96.2983932495117,106.709167480469,0.537
KOR,YR2022,"Korea, Rep.",2022,34822.4048404971,99.0050201416016,97.8181304931641,102.813056945801,0.651
KOR,YR2021,"Korea, Rep.",2021,37518.4635305697,98.6079330444336,98.0692291259766,100.359878540039,0.539
KOR,YR2020,"Korea, Rep.",2020,33645.7719545073,99.217903137207,97.0888214111328,96.8767700195312,0.799
PRK,YR2024,"Korea, Dem. People's Rep.",2024,,,,,0.505
PRK,YR2023,"Korea, Dem. People's Rep.",2023,,,,,0.512
PRK,YR2022,"Korea, Dem. People's Rep.",2022,,,,,0.525
PRK,YR2021,"Korea, Dem. People's Rep.",2021,,,,,0.539
PRK,YR2020,"Korea, Dem. People's Rep.",2020,,,,,0.552
KIR,YR2024,Kiribati,2024,2288.63471423684,95.2685003274394,90.2786712646484,4.96087980270386,44.037
KIR,YR2023,Kiribati,2023,2177.70125812262,97.3655383941286,94.7441990494828,,44.026
KIR,YR2022,Kiribati,2022,2069.7671726925,102.156527494347,88.6853008111105,,45.011
KIR,YR2021,Kiribati,2021,2222.04819501897,103.688433251616,87.142166928373,,46.388
KIR,YR2020,Kiribati,2020,1751.78249168214,105.717202654416,,,47.872
KEN,YR2024,Kenya,2024,2132.43452097647,,,10.4185962462804,54.498
KEN,YR2023,Kenya,2023,1942.58802756191,98.2483475806861,84.3083880306996,8.67676730066979,56.313
KEN,YR2022,Kenya,2022,2109.56288513137,98.551967362001,83.7738192286218,,57.272
KEN,YR2021,Kenya,2021,2061.35622089594,93.7669067632864,80.3774269704216,,59.513
KEN,YR2020,Kenya,2020,1927.66459027849,91.9542486020668,,,59.38
KAZ,YR2024,Kazakhstan,2024,14154.6324958076,97.5368516005886,97.198884231219,53.4564204414133,17.436
KAZ,YR2023,Kazakhstan,2023,12879.4275257974,98.9804493873135,95.2393054334066,54.6563982045582,18.235
KAZ,YR2022,Kazakhstan,2022,11255.3396437881,99.223902183157,94.0433413378673,57.2459264222925,18.412
KAZ,YR2021,Kazakhstan,2021,9983.60103576902,98.2733886173645,94.310522086739,59.3849415869809,21.952
KAZ,YR2020,Kazakhstan,2020,8781.50797787648,98.9588592775913,91.9490206290752,62.2921373672319,21.962
JOR,YR2024,Jordan,2024,4618.09592498567,98.5516247069238,91.7518621587381,35.9184001120427,17.722
JOR,YR2023,Jordan,2023,4466.08314208575,98.2994873290949,91.9696843781763,33.0567036969523,18.425
JOR,YR2022,Jordan,2022,4332.25159897931,98.541267066326,90.9912658899133,32.5119829829151,18.875
JOR,YR2021,Jordan,2021,4183.49998326866,98.0017496363734,90.0636022467584,30.451314266821,19.418
JOR,YR2020,Jordan,2020,4022.0401356135,98.960533668868,90.1992992911958,30.2879665605319,20.981
JPN,YR2024,Japan,2024,32487.0778047567,,,,1.631
JPN,YR2023,Japan,2023,33836.1756271617,101.125762939453,101.537071228027,64.4907608032227,1.737
JPN,YR2022,Japan,2022,34065.6438962526,101.098106384277,101.38200378418,63.3752288818359,1.821
JPN,YR2021,Japan,2021,40094.5599795288,101.774467468262,101.744400024414,62.0412483215332,2.088
JPN,YR2020,Japan,2020,40028.7341726762,101.801902770996,101.34056854248,62.2987403869629,2.503
JAM,YR2024,Jamaica,2024,7753.8006955432,97.2972106933594,84.4572372436523,,36.095
JAM,YR2023,Jamaica,2023,7542.40084275345,87.7375451717876,85.4353132628153,,36.541
JAM,YR2022,Jamaica,2022,6626.47502388538,93.2681834287689,82.8584671020508,,36.812
JAM,YR2021,Jamaica,2021,5625.67806271236,92.3761226287061,85.8093525179856,,36.807
JAM,YR2020,Jamaica,2020,5299.04530804283,90.9494400024414,81.5337816615681,,36.813
ITA,YR2024,Italy,2024,40385.3413957669,,,,2.871
ITA,YR2023,Italy,2023,39277.0838783918,103.566017150879,100.678756713867,75.9496536254883,2.852
ITA,YR2022,Italy,2022,35653.9042103495,101.56453704834,101.353858947754,73.8962097167969,2.988
ITA,YR2021,Italy,2021,36852.5425414951,101.089881896973,101.834869384766,71.2745208740234,3.016
ITA,YR2020,Italy,2020,32091.4866621366,102.636672973633,101.836128234863,68.7231063842773,3.295
ISR,YR2024,Israel,2024,54176.6844383302,97.4422836303711,98.5473403930664,56.2561111450195,5.695
ISR,YR2023,Israel,2023,52003.7200729997,98.3346786499023,99.3012008666992,57.143440246582,6.204
ISR,YR2022,Israel,2022,54949.621556429,98.0188064575195,98.5873031616211,58.9500617980957,6.737
ISR,YR2021,Israel,2021,52270.9040241956,98.2143936157227,98.8700408935547,60.2585487365723,6.759
ISR,YR2020,Israel,2020,44575.5719045492,98.5226974487305,98.0958404541016,57.633861541748,6.918
IMN,YR2024,Isle of Man,2024,,,,,8.498
IMN,YR2023,Isle of Man,2023,,,,,8.685
IMN,YR2022,Isle of Man,2022,88328.548125887,,,,8.827
IMN,YR2021,Isle of Man,2021,94299.969348965,,,,8.944
IMN,YR2020,Isle of Man,2020,79513.5330346598,,,,8.97
IRL,YR2024,Ireland,2024,112894.953240805,,,,4.009
IRL,YR2023,Ireland,2023,106818.917130804,,,,4.069
IRL,YR2022,Ireland,2022,105190.685952731,96.4761428833008,130.604965209961,77.5933380126953,4.151
IRL,YR2021,Ireland,2021,103783.446284479,98.1601486206055,132.947692871094,78.4613265991211,4.798
IRL,YR2020,Ireland,2020,86514.0706108754,99.8793487548828,133.497024536133,74.1961975097656,5.027
IRQ,YR2024,Iraq,2024,6073.61032342708,,,,57.308
IRQ,YR2023,Iraq,2023,5965.31835077761,,,,58.006
IRQ,YR2022,Iraq,2022,6520.73154560584,,,,58.979
IRQ,YR2021,Iraq,2021,4868.49431080783,,,,60.371
IRQ,YR2020,Iraq,2020,4295.18945121228,,,,61.747
IRN,YR2024,"Iran, Islamic Rep.",2024,5190.16959024821,,,,25.787
IRN,YR2023,"Iran, Islamic Rep.",2023,5049.29931642754,101.962623596191,85.1469802856445,,26.204
IRN,YR2022,"Iran, Islamic Rep.",2022,4721.20437099984,100.974853515625,85.6060028076172,58.6838607788086,26.291
IRN,YR2021,"Iran, Islamic Rep.",2021,4605.14881318992,,,54.3051986694336,26.445
IRN,YR2020,"Iran, Islamic Rep.",2020,3202.50003502169,104.680130004883,85.1913986206055,55.6366691589355,26.989
IDN,YR2024,Indonesia,2024,4925.43048751861,100.036318150714,98.836444459078,,25.646
IDN,YR2023,Indonesia,2023,4876.30774512252,98.1566275726904,96.0002120295081,44.8813034886441,26.419
IDN,YR2022,Indonesia,2022,4730.83484836107,98.7008730463611,97.8167602714893,42.3260385456152,26.581
IDN,YR2021,Indonesia,2021,4287.17313995098,100.309665446849,97.8441479813619,40.6293239880732,26.824
IDN,YR2020,Indonesia,2020,3853.70288774146,100.951933675872,96.9345779132931,38.1650601406923,27.176
IND,YR2024,India,2024,2694.73780859961,120.520368565055,78.1058073224606,34.4184659748952,13.036
IND,YR2023,India,2023,2530.12031278204,112.031231642927,78.8639591218839,34.2394344991225,14.06
IND,YR2022,India,2022,2347.44829434623,111.084455602236,81.1778608399708,32.6703053423023,14.185
IND,YR2021,India,2021,2239.61384367482,102.316124063995,80.6246396728944,31.5741765984501,14.289
IND,YR2020,India,2020,1907.04251637669,101.291254076896,77.6271548412386,29.8196397708424,14.423
ISL,YR2024,Iceland,2024,86040.5309851288,,,,3.074
ISL,YR2023,Iceland,2023,82138.7892973557,98.2218322753906,108.911361694336,76.5200729370117,3.369
ISL,YR2022,Iceland,2022,76350.4550416502,98.5116424560547,112.589393615723,84.985237121582,3.515
ISL,YR2021,Iceland,2021,70425.4064277273,98.5672912597656,115.156303405762,86.5232086181641,4.15
ISL,YR2020,Iceland,2020,60127.9393575616,98.5561218261719,110.487319946289,74.5906066894531,4.408
HUN,YR2024,Hungary,2024,23292.3263882478,102.887977600098,107.350929260254,60.5168685913086,17.392
HUN,YR2023,Hungary,2023,22230.6277875187,103.570762634277,105.419059753418,56.5924415588379,17.537
HUN,YR2022,Hungary,2022,18428.028825614,105.575531005859,102.851913452148,60.2746810913086,18.766
HUN,YR2021,Hungary,2021,19030.628130329,103.530723571777,99.6460494995117,58.6536102294922,19.787
HUN,YR2020,Hungary,2020,16386.9308821258,99.1123809814453,101.940628051758,56.6071815490723,21.318
HKG,YR2024,"Hong Kong SAR, China",2024,54074.6928519479,103.152955896153,107.160326941213,120.08978583196,1.151
HKG,YR2023,"Hong Kong SAR, China",2023,50562.3633144379,,,105.461738484398,1.12
HKG,YR2022,"Hong Kong SAR, China",2022,48825.8441873536,103.028312901343,106.185208398621,100.776315789474,1.13
HKG,YR2021,"Hong Kong SAR, China",2021,49770.5642374739,106.033688453786,100.161026837806,97.3813269493844,1.324
HKG,YR2020,"Hong Kong SAR, China",2020,46109.2299946609,105.128762541806,100.449691991786,89.9479038224414,1.786
HND,YR2024,Honduras,2024,3426.43483328923,78.9690848390083,51.7639813154374,23.3177890777588,81.254
